Day_Of_Week,Click_Hour,Click_Minute,Current_Cumulative_Sum,Target_Final_Daily_Sum
2,11,30,119450.66,298115.28
2,11,45,122635.44,298115.28
2,12,0,125540.95,298115.28
2,12,15,128798.5,298115.28
2,12,30,132230.22,298115.28
2,12,45,135230.79,298115.28
2,13,0,137974.71,298115.28
2,13,15,141126.56,298115.28
2,13,30,144329.07,298115.28
2,13,45,147131.11,298115.28
2,14,0,150070.41,298115.28
2,14,15,153065.98,298115.28
2,14,30,156330.74,298115.28
2,14,45,159167.49,298115.28
2,15,0,162140.9,298115.28
2,15,15,164940.37,298115.28
2,15,30,167663.58,298115.28
2,15,45,171019.86,298115.28
2,16,0,174147.43,298115.28
2,16,15,177192.8,298115.28
2,16,30,180253.78,298115.28
2,16,45,183188.68,298115.28
2,17,0,186354.56,298115.28
2,17,15,194566.04,298115.28
2,17,30,202019.58,298115.28
2,17,45,209203.55,298115.28
2,18,0,216431.21,298115.28
2,18,15,223940.13,298115.28
2,18,30,231892.74,298115.28
2,18,45,239413.65,298115.28
2,19,0,246517.31,298115.28
2,19,15,250081.11,298115.28
2,19,30,252816.78,298115.28
2,19,45,256311.31,298115.28
2,20,0,259341.09,298115.28
2,20,15,262496.18,298115.28
2,20,30,265411.68,298115.28
2,20,45,268815.37,298115.28
2,21,0,271647.44,298115.28
2,21,15,274867.29,298115.28
2,21,30,277456.93,298115.28
2,21,45,280430.56,298115.28
2,22,0,283135.51,298115.28
2,22,15,285743.32,298115.28
2,22,30,288775.93,298115.28
2,22,45,291914.89,298115.28
2,23,0,295238.49,298115.28
2,23,15,295899.68,298115.28
2,23,30,296715.77,298115.28
2,23,45,297495.99,298115.28
3,0,0,44.06,297713.11
3,0,15,775.02,297713.11
3,0,30,1429.36,297713.11
3,0,45,2174.79,297713.11
3,1,0,2757.89,297713.11
3,1,15,3593.35,297713.11
3,1,30,4347.82,297713.11
3,1,45,5166.06,297713.11
3,2,0,5971.82,297713.11
3,2,15,6697.15,297713.11
3,2,30,7362.77,297713.11
3,2,45,8109.99,297713.11
3,3,0,8841.6,297713.11
3,3,15,9610.99,297713.11
3,3,30,10478.91,297713.11
3,3,45,11191.83,297713.11
3,4,0,11959.13,297713.11
3,4,15,12723.65,297713.11
3,4,30,13444.27,297713.11
3,4,45,14243.57,297713.11
3,5,0,15050.28,297713.11
3,5,15,15735.53,297713.11
3,5,30,16416.4,297713.11
3,5,45,17262.02,297713.11
3,6,0,17979.94,297713.11
3,6,15,20836.03,297713.11
3,6,30,23820.74,297713.11
3,6,45,26879.62,297713.11
3,7,0,29831.54,297713.11
3,7,15,32974.59,297713.11
3,7,30,35747.11,297713.11
3,7,45,38851.97,297713.11
3,8,0,42581.34,297713.11
3,8,15,49268.31,297713.11
3,8,30,57342.26,297713.11
3,8,45,65233.17,297713.11
3,9,0,72977.07,297713.11
3,9,15,81017.88,297713.11
3,9,30,87989.02,297713.11
3,9,45,95743.81,297713.11
3,10,0,102578.22,297713.11
3,10,15,105817.5,297713.11
3,10,30,108868.88,297713.11
3,10,45,111967.56,297713.11
3,11,0,115235.43,297713.11
3,11,15,118395.5,297713.11
3,11,30,121451.76,297713.11
3,11,45,124600.94,297713.11
3,12,0,127578.66,297713.11
3,12,15,130290.17,297713.11
3,12,30,133420.84,297713.11
3,12,45,136471.59,297713.11
3,13,0,139719.01,297713.11
3,13,15,142786.47,297713.11
3,13,30,145570.17,297713.11
3,13,45,148486.83,297713.11
3,14,0,151418.83,297713.11
3,14,15,154386.41,297713.11
3,14,30,157405.14,297713.11
3,14,45,160462.44,297713.11
3,15,0,163491.37,297713.11
3,15,15,166726.82,297713.11
3,15,30,169630.62,297713.11
3,15,45,172308.17,297713.11
3,16,0,175651.99,297713.11
3,16,15,178570.21,297713.11
3,16,30,181778.08,297713.11
3,16,45,184854.1,297713.11
3,17,0,187931.35,297713.11
3,17,15,195423.66,297713.11
3,17,30,202948.69,297713.11
3,17,45,210438.62,297713.11
3,18,0,218187.33,297713.11
3,18,15,225653.22,297713.11
3,18,30,233116.85,297713.11
3,18,45,240302.48,297713.11
3,19,0,246612.91,297713.11
3,19,15,249506.48,297713.11
3,19,30,252391.81,297713.11
3,19,45,255441.38,297713.11
3,20,0,258568.23,297713.11
3,20,15,261868.23,297713.11
3,20,30,264796.62,297713.11
3,20,45,268077.31,297713.11
3,21,0,271213.95,297713.11
3,21,15,274266.92,297713.11
3,21,30,276826.02,297713.11
3,21,45,279736.66,297713.11
3,22,0,282852.07,297713.11
3,22,15,285789.02,297713.11
3,22,30,288911.13,297713.11
3,22,45,291660.42,297713.11
3,23,0,294513.24,297713.11
3,23,15,295302.79,297713.11
3,23,30,296205.2,297713.11
3,23,45,296953.67,297713.11
4,0,0,75.61,295948.55
4,0,15,856.86,295948.55
4,0,30,1588.89,295948.55
4,0,45,2379.59,295948.55
4,1,0,3198.61,295948.55
4,1,15,4003.23,295948.55
4,1,30,4769.95,295948.55
4,1,45,5500.0,295948.55
4,2,0,6318.33,295948.55
4,2,15,7066.86,295948.55
4,2,30,7891.82,295948.55
4,2,45,8607.45,295948.55
4,3,0,9321.58,295948.55
4,3,15,10031.28,295948.55
4,3,30,10830.31,295948.55
4,3,45,11568.42,295948.55
4,4,0,12385.33,295948.55
4,4,15,13109.27,295948.55
4,4,30,13824.34,295948.55
4,4,45,14519.72,295948.55
4,5,0,15225.5,295948.55
4,5,15,15988.24,295948.55
4,5,30,16810.82,295948.55
4,5,45,17604.44,295948.55
4,6,0,18416.69,295948.55
4,6,15,21213.87,295948.55
4,6,30,24391.45,295948.55
4,6,45,27176.3,295948.55
4,7,0,30142.21,295948.55
4,7,15,32845.42,295948.55
4,7,30,35667.91,295948.55
4,7,45,38761.85,295948.55
4,8,0,42041.46,295948.55
4,8,15,49436.8,295948.55
4,8,30,57089.07,295948.55
4,8,45,64741.08,295948.55
4,9,0,72010.34,295948.55
4,9,15,79932.18,295948.55
4,9,30,87371.32,295948.55
4,9,45,94503.02,295948.55
4,10,0,101733.69,295948.55
4,10,15,104545.42,295948.55
4,10,30,107412.8,295948.55
4,10,45,110166.28,295948.55
4,11,0,113028.74,295948.55
4,11,15,115721.93,295948.55
4,11,30,118784.39,295948.55
4,11,45,121812.46,295948.55
4,12,0,124588.65,295948.55
4,12,15,127256.21,295948.55
4,12,30,130169.18,295948.55
4,12,45,133302.89,295948.55
4,13,0,136012.62,295948.55
4,13,15,139093.23,295948.55
4,13,30,141865.1,295948.55
4,13,45,144951.37,295948.55
4,14,0,147844.32,295948.55
4,14,15,150964.01,295948.55
4,14,30,154008.34,295948.55
4,14,45,157155.22,295948.55
4,15,0,160323.55,295948.55
4,15,15,163654.0,295948.55
4,15,30,166423.15,295948.55
4,15,45,169526.6,295948.55
4,16,0,172708.98,295948.55
4,16,15,175532.97,295948.55
4,16,30,178663.09,295948.55
4,16,45,181857.69,295948.55
4,17,0,184855.06,295948.55
4,17,15,192810.02,295948.55
4,17,30,200632.51,295948.55
4,17,45,208017.0,295948.55
4,18,0,215410.82,295948.55
4,18,15,222769.21,295948.55
4,18,30,230897.25,295948.55
4,18,45,239019.1,295948.55
4,19,0,246253.02,295948.55
4,19,15,249459.81,295948.55
4,19,30,252277.2,295948.55
4,19,45,255206.63,295948.55
4,20,0,258335.05,295948.55
4,20,15,261063.49,295948.55
4,20,30,263841.23,295948.55
4,20,45,266856.89,295948.55
4,21,0,269805.46,295948.55
4,21,15,273140.79,295948.55
4,21,30,275784.05,295948.55
4,21,45,278716.72,295948.55
4,22,0,281486.82,295948.55
4,22,15,284329.79,295948.55
4,22,30,287350.18,295948.55
4,22,45,290233.88,295948.55
4,23,0,292951.6,295948.55
4,23,15,293729.88,295948.55
4,23,30,294524.71,295948.55
4,23,45,295299.84,295948.55
5,0,0,41.05,207149.54
5,0,15,524.93,207149.54
5,0,30,972.84,207149.54
5,0,45,1471.43,207149.54
5,1,0,2043.46,207149.54
5,1,15,2623.92,207149.54
5,1,30,3121.13,207149.54
5,1,45,3722.19,207149.54
5,2,0,4252.77,207149.54
5,2,15,4736.05,207149.54
5,2,30,5331.16,207149.54
5,2,45,5941.81,207149.54
5,3,0,6350.46,207149.54
5,3,15,6951.07,207149.54
5,3,30,7413.65,207149.54
5,3,45,7824.43,207149.54
5,4,0,8319.34,207149.54
5,4,15,8766.48,207149.54
5,4,30,9224.6,207149.54
5,4,45,9786.83,207149.54
5,5,0,10359.42,207149.54
5,5,15,10923.12,207149.54
5,5,30,11527.46,207149.54
5,5,45,12144.18,207149.54
5,6,0,12757.15,207149.54
5,6,15,14808.96,207149.54
5,6,30,17023.35,207149.54
5,6,45,19158.37,207149.54
5,7,0,21249.4,207149.54
5,7,15,23443.05,207149.54
5,7,30,25597.67,207149.54
5,7,45,27609.56,207149.54
5,8,0,29925.39,207149.54
5,8,15,35238.35,207149.54
5,8,30,40712.95,207149.54
5,8,45,45827.65,207149.54
5,9,0,51325.86,207149.54
5,9,15,56489.02,207149.54
5,9,30,61769.27,207149.54
5,9,45,66661.08,207149.54
5,10,0,71743.77,207149.54
5,10,15,73746.8,207149.54
5,10,30,75740.15,207149.54
5,10,45,77698.66,207149.54
5,11,0,79631.1,207149.54
5,11,15,81570.81,207149.54
5,11,30,83658.06,207149.54
5,11,45,85908.79,207149.54
5,12,0,88042.11,207149.54
5,12,15,90252.48,207149.54
5,12,30,92494.05,207149.54
5,12,45,94234.37,207149.54
5,13,0,96214.48,207149.54
5,13,15,98254.13,207149.54
5,13,30,100442.76,207149.54
5,13,45,102686.06,207149.54
5,14,0,104738.42,207149.54
5,14,15,106812.1,207149.54
5,14,30,108763.3,207149.54
5,14,45,110778.07,207149.54
5,15,0,112512.83,207149.54
5,15,15,114621.07,207149.54
5,15,30,116709.86,207149.54
5,15,45,118818.17,207149.54
5,16,0,120776.99,207149.54
5,16,15,122863.84,207149.54
5,16,30,125034.37,207149.54
5,16,45,127080.67,207149.54
5,17,0,129369.27,207149.54
5,17,15,134995.99,207149.54
5,17,30,140409.92,207149.54
5,17,45,146262.9,207149.54
5,18,0,151396.51,207149.54
5,18,15,156531.53,207149.54
5,18,30,161822.97,207149.54
5,18,45,166745.97,207149.54
5,19,0,172386.69,207149.54
5,19,15,174411.72,207149.54
5,19,30,176488.21,207149.54
5,19,45,178688.55,207149.54
5,20,0,180768.02,207149.54
5,20,15,183043.3,207149.54
5,20,30,185272.26,207149.54
5,20,45,187033.91,207149.54
5,21,0,188861.43,207149.54
5,21,15,190993.55,207149.54
5,21,30,192953.04,207149.54
5,21,45,195041.13,207149.54
5,22,0,197100.82,207149.54
5,22,15,199021.58,207149.54
5,22,30,201013.93,207149.54
5,22,45,203226.15,207149.54
5,23,0,205035.92,207149.54
5,23,15,205574.78,207149.54
5,23,30,206077.25,207149.54
5,23,45,206648.3,207149.54
6,0,0,46.33,206381.67
6,0,15,536.09,206381.67
6,0,30,1058.88,206381.67
6,0,45,1521.17,206381.67
6,1,0,2089.03,206381.67
6,1,15,2604.4,206381.67
6,1,30,3132.36,206381.67
6,1,45,3635.87,206381.67
6,2,0,4166.96,206381.67
6,2,15,4649.19,206381.67
6,2,30,5123.71,206381.67
6,2,45,5663.12,206381.67
6,3,0,6137.7,206381.67
6,3,15,6619.26,206381.67
6,3,30,7084.26,206381.67
6,3,45,7625.33,206381.67
6,4,0,8104.21,206381.67
6,4,15,8640.16,206381.67
6,4,30,9038.45,206381.67
6,4,45,9580.95,206381.67
6,5,0,10112.04,206381.67
6,5,15,10618.65,206381.67
6,5,30,11174.35,206381.67
6,5,45,11774.06,206381.67
6,6,0,12402.48,206381.67
6,6,15,14625.75,206381.67
6,6,30,16664.85,206381.67
6,6,45,18919.72,206381.67
6,7,0,21136.31,206381.67
6,7,15,23378.9,206381.67
6,7,30,25538.25,206381.67
6,7,45,27731.37,206381.67
6,8,0,30021.83,206381.67
6,8,15,35564.48,206381.67
6,8,30,40500.36,206381.67
6,8,45,45390.78,206381.67
6,9,0,50948.98,206381.67
6,9,15,55606.61,206381.67
6,9,30,60743.09,206381.67
6,9,45,65610.32,206381.67
6,10,0,70539.59,206381.67
6,10,15,72631.73,206381.67
6,10,30,74503.39,206381.67
6,10,45,76842.77,206381.67
6,11,0,78915.39,206381.67
6,11,15,80954.02,206381.67
6,11,30,83165.77,206381.67
6,11,45,85395.23,206381.67
6,12,0,87545.31,206381.67
6,12,15,89490.67,206381.67
6,12,30,91641.9,206381.67
6,12,45,93684.43,206381.67
6,13,0,95682.64,206381.67
6,13,15,97574.92,206381.67
6,13,30,99489.92,206381.67
6,13,45,101354.65,206381.67
6,14,0,103701.31,206381.67
6,14,15,105849.06,206381.67
6,14,30,107776.63,206381.67
6,14,45,109862.47,206381.67
6,15,0,111951.84,206381.67
6,15,15,114156.64,206381.67
6,15,30,116273.63,206381.67
6,15,45,118284.46,206381.67
6,16,0,120456.35,206381.67
6,16,15,122530.99,206381.67
6,16,30,124518.86,206381.67
6,16,45,126828.2,206381.67
6,17,0,129003.3,206381.67
6,17,15,134300.47,206381.67
6,17,30,139216.51,206381.67
6,17,45,144561.16,206381.67
6,18,0,149635.26,206381.67
6,18,15,155465.25,206381.67
6,18,30,160630.87,206381.67
6,18,45,166026.1,206381.67
6,19,0,171032.02,206381.67
6,19,15,173186.56,206381.67
6,19,30,175099.87,206381.67
6,19,45,177024.48,206381.67
6,20,0,179090.92,206381.67
6,20,15,181262.18,206381.67
6,20,30,183481.74,206381.67
6,20,45,185809.14,206381.67
6,21,0,187980.29,206381.67
6,21,15,189978.17,206381.67
6,21,30,192188.24,206381.67
6,21,45,194354.44,206381.67
6,22,0,196522.57,206381.67
6,22,15,198483.74,206381.67
6,22,30,200385.86,206381.67
6,22,45,202507.52,206381.67
6,23,0,204433.86,206381.67
6,23,15,204953.33,206381.67
6,23,30,205413.71,206381.67
6,23,45,205933.59,206381.67
0,0,0,51.86,300343.74
0,0,15,775.78,300343.74
0,0,30,1409.46,300343.74
0,0,45,2101.01,300343.74
0,1,0,2819.43,300343.74
0,1,15,3472.78,300343.74
0,1,30,4261.44,300343.74
0,1,45,5070.53,300343.74
0,2,0,5777.85,300343.74
0,2,15,6520.19,300343.74
0,2,30,7236.7,300343.74
0,2,45,7887.46,300343.74
0,3,0,8621.48,300343.74
0,3,15,9236.87,300343.74
0,3,30,10078.45,300343.74
0,3,45,10912.15,300343.74
0,4,0,11783.91,300343.74
0,4,15,12418.21,300343.74
0,4,30,13145.68,300343.74
0,4,45,13745.79,300343.74
0,5,0,14593.68,300343.74
0,5,15,15467.4,300343.74
0,5,30,16112.48,300343.74
0,5,45,16861.85,300343.74
0,6,0,17648.14,300343.74
0,6,15,20980.78,300343.74
0,6,30,23961.92,300343.74
0,6,45,27412.87,300343.74
0,7,0,30894.71,300343.74
0,7,15,34035.45,300343.74
0,7,30,37162.54,300343.74
0,7,45,40033.74,300343.74
0,8,0,43525.64,300343.74
0,8,15,51427.78,300343.74
0,8,30,59175.75,300343.74
0,8,45,66913.68,300343.74
0,9,0,74472.51,300343.74
0,9,15,81620.6,300343.74
0,9,30,88613.43,300343.74
0,9,45,96055.06,300343.74
0,10,0,103503.46,300343.74
0,10,15,106233.32,300343.74
0,10,30,109216.91,300343.74
0,10,45,112289.25,300343.74
0,11,0,115189.4,300343.74
0,11,15,118257.38,300343.74
0,11,30,121709.47,300343.74
0,11,45,124746.74,300343.74
0,12,0,127860.46,300343.74
0,12,15,130907.36,300343.74
0,12,30,133930.27,300343.74
0,12,45,137390.48,300343.74
0,13,0,140545.67,300343.74
0,13,15,143614.3,300343.74
0,13,30,146864.69,300343.74
0,13,45,150155.13,300343.74
0,14,0,153302.42,300343.74
0,14,15,156254.3,300343.74
0,14,30,159648.93,300343.74
0,14,45,162624.88,300343.74
0,15,0,165579.2,300343.74
0,15,15,168056.28,300343.74
0,15,30,171072.99,300343.74
0,15,45,174050.58,300343.74
0,16,0,176897.32,300343.74
0,16,15,179612.05,300343.74
0,16,30,182865.64,300343.74
0,16,45,186129.42,300343.74
0,17,0,190027.21,300343.74
0,17,15,197569.83,300343.74
0,17,30,205253.32,300343.74
0,17,45,212271.53,300343.74
0,18,0,219640.51,300343.74
0,18,15,226955.16,300343.74
0,18,30,234373.66,300343.74
0,18,45,242275.99,300343.74
0,19,0,249460.89,300343.74
0,19,15,252375.5,300343.74
0,19,30,255349.54,300343.74
0,19,45,258487.43,300343.74
0,20,0,261519.61,300343.74
0,20,15,264829.98,300343.74
0,20,30,268001.63,300343.74
0,20,45,271036.46,300343.74
0,21,0,274279.82,300343.74
0,21,15,277102.4,300343.74
0,21,30,279942.09,300343.74
0,21,45,282674.33,300343.74
0,22,0,285811.14,300343.74
0,22,15,288932.64,300343.74
0,22,30,291729.88,300343.74
0,22,45,294416.32,300343.74
0,23,0,297492.27,300343.74
0,23,15,298332.04,300343.74
0,23,30,298885.04,300343.74
0,23,45,299630.81,300343.74
1,0,0,18.3,298356.98
1,0,15,810.88,298356.98
1,0,30,1582.8,298356.98
1,0,45,2162.37,298356.98
1,1,0,2924.06,298356.98
1,1,15,3565.09,298356.98
1,1,30,4303.37,298356.98
1,1,45,4960.75,298356.98
1,2,0,5666.09,298356.98
1,2,15,6557.31,298356.98
1,2,30,7320.88,298356.98
1,2,45,8162.07,298356.98
1,3,0,8852.28,298356.98
1,3,15,9704.13,298356.98
1,3,30,10318.41,298356.98
1,3,45,11000.64,298356.98
1,4,0,11875.96,298356.98
1,4,15,12628.63,298356.98
1,4,30,13516.66,298356.98
1,4,45,14289.7,298356.98
1,5,0,15049.0,298356.98
1,5,15,15760.74,298356.98
1,5,30,16611.29,298356.98
1,5,45,17467.95,298356.98
1,6,0,18349.45,298356.98
1,6,15,21557.28,298356.98
1,6,30,24374.24,298356.98
1,6,45,27293.83,298356.98
1,7,0,30281.34,298356.98
1,7,15,33331.98,298356.98
1,7,30,36163.61,298356.98
1,7,45,39127.9,298356.98
1,8,0,42579.49,298356.98
1,8,15,50422.46,298356.98
1,8,30,57602.05,298356.98
1,8,45,64692.36,298356.98
1,9,0,72386.52,298356.98
1,9,15,79396.19,298356.98
1,9,30,87044.35,298356.98
1,9,45,94498.23,298356.98
1,10,0,101822.92,298356.98
1,10,15,104686.6,298356.98
1,10,30,107902.5,298356.98
1,10,45,110932.57,298356.98
1,11,0,113809.86,298356.98
1,11,15,116873.21,298356.98
1,11,30,119798.85,298356.98
1,11,45,122698.31,298356.98
1,12,0,125473.1,298356.98
1,12,15,128421.56,298356.98
1,12,30,131228.05,298356.98
1,12,45,134177.93,298356.98
1,13,0,137349.59,298356.98
1,13,15,140539.89,298356.98
1,13,30,144086.14,298356.98
1,13,45,146857.17,298356.98
1,14,0,149838.49,298356.98
1,14,15,153052.37,298356.98
1,14,30,156099.8,298356.98
1,14,45,158923.55,298356.98
1,15,0,161784.36,298356.98
1,15,15,165119.89,298356.98
1,15,30,168188.17,298356.98
1,15,45,171310.23,298356.98
1,16,0,174404.4,298356.98
1,16,15,177351.3,298356.98
1,16,30,180230.72,298356.98
1,16,45,183230.51,298356.98
1,17,0,186444.24,298356.98
1,17,15,193635.11,298356.98
1,17,30,200613.05,298356.98
1,17,45,208013.82,298356.98
1,18,0,216001.13,298356.98
1,18,15,223109.33,298356.98
1,18,30,230838.13,298356.98
1,18,45,238449.94,298356.98
1,19,0,246547.97,298356.98
1,19,15,249886.7,298356.98
1,19,30,252922.36,298356.98
1,19,45,255851.0,298356.98
1,20,0,258821.14,298356.98
1,20,15,261651.38,298356.98
1,20,30,264701.33,298356.98
1,20,45,267734.31,298356.98
1,21,0,271046.05,298356.98
1,21,15,273992.57,298356.98
1,21,30,277082.42,298356.98
1,21,45,279871.6,298356.98
1,22,0,282822.02,298356.98
1,22,15,286073.68,298356.98
1,22,30,289228.29,298356.98
1,22,45,292344.1,298356.98
1,23,0,295381.38,298356.98
1,23,15,296206.83,298356.98
1,23,30,296945.56,298356.98
1,23,45,297705.7,298356.98
2,0,0,30.62,296510.53
2,0,15,662.45,296510.53
2,0,30,1550.28,296510.53
2,0,45,2270.55,296510.53
2,1,0,2985.99,296510.53
2,1,15,3764.9,296510.53
2,1,30,4557.75,296510.53
2,1,45,5335.84,296510.53
2,2,0,5997.36,296510.53
2,2,15,6725.59,296510.53
2,2,30,7543.62,296510.53
2,2,45,8336.48,296510.53
2,3,0,9193.67,296510.53
2,3,15,9997.44,296510.53
2,3,30,10744.3,296510.53
2,3,45,11550.13,296510.53
2,4,0,12155.55,296510.53
2,4,15,12900.35,296510.53
2,4,30,13692.64,296510.53
2,4,45,14386.1,296510.53
2,5,0,15224.11,296510.53
2,5,15,16047.64,296510.53
2,5,30,16890.22,296510.53
2,5,45,17683.82,296510.53
2,6,0,18510.3,296510.53
2,6,15,21239.51,296510.53
2,6,30,24281.41,296510.53
2,6,45,27327.83,296510.53
2,7,0,30158.32,296510.53
2,7,15,33131.61,296510.53
2,7,30,36094.93,296510.53
2,7,45,39021.07,296510.53
2,8,0,42233.05,296510.53
2,8,15,49374.5,296510.53
2,8,30,56827.73,296510.53
2,8,45,64127.24,296510.53
2,9,0,72064.89,296510.53
2,9,15,79725.37,296510.53
2,9,30,87970.09,296510.53
2,9,45,95540.54,296510.53
2,10,0,101838.42,296510.53
2,10,15,104961.01,296510.53
2,10,30,108449.96,296510.53
2,10,45,111774.42,296510.53
2,11,0,114687.08,296510.53
2,11,15,117855.88,296510.53
2,11,30,120756.26,296510.53
2,11,45,123515.69,296510.53
2,12,0,126568.41,296510.53
2,12,15,129518.8,296510.53
2,12,30,132722.45,296510.53
2,12,45,135357.96,296510.53
2,13,0,138254.62,296510.53
2,13,15,141007.41,296510.53
2,13,30,143960.46,296510.53
2,13,45,147106.83,296510.53
2,14,0,150085.46,296510.53
2,14,15,152979.34,296510.53
2,14,30,155790.95,296510.53
2,14,45,158807.09,296510.53
2,15,0,161585.09,296510.53
2,15,15,164535.24,296510.53
2,15,30,167421.17,296510.53
2,15,45,170376.09,296510.53
2,16,0,173049.31,296510.53
2,16,15,176005.08,296510.53
2,16,30,178559.34,296510.53
2,16,45,181681.39,296510.53
2,17,0,184820.98,296510.53
2,17,15,193140.01,296510.53
2,17,30,201017.61,296510.53
2,17,45,209278.42,296510.53
2,18,0,216482.51,296510.53
2,18,15,223495.78,296510.53
2,18,30,230289.68,296510.53
2,18,45,237472.66,296510.53
2,19,0,244762.23,296510.53
2,19,15,248007.36,296510.53
2,19,30,250792.67,296510.53
2,19,45,254029.58,296510.53
2,20,0,257094.55,296510.53
2,20,15,260117.88,296510.53
2,20,30,263082.47,296510.53
2,20,45,265843.89,296510.53
2,21,0,269273.22,296510.53
2,21,15,272475.68,296510.53
2,21,30,275511.69,296510.53
2,21,45,278531.34,296510.53
2,22,0,281459.5,296510.53
2,22,15,284667.46,296510.53
2,22,30,287736.3,296510.53
2,22,45,290907.93,296510.53
2,23,0,293512.42,296510.53
2,23,15,294220.67,296510.53
2,23,30,295016.79,296510.53
2,23,45,295749.89,296510.53
3,0,0,53.15,296950.28
3,0,15,701.01,296950.28
3,0,30,1510.54,296950.28
3,0,45,2288.78,296950.28
3,1,0,2953.99,296950.28
3,1,15,3752.26,296950.28
3,1,30,4512.41,296950.28
3,1,45,5278.98,296950.28
3,2,0,5954.33,296950.28
3,2,15,6656.91,296950.28
3,2,30,7466.67,296950.28
3,2,45,8148.46,296950.28
3,3,0,8980.52,296950.28
3,3,15,9700.52,296950.28
3,3,30,10411.12,296950.28
3,3,45,11105.96,296950.28
3,4,0,11804.03,296950.28
3,4,15,12419.45,296950.28
3,4,30,13188.14,296950.28
3,4,45,13981.93,296950.28
3,5,0,14625.25,296950.28
3,5,15,15504.76,296950.28
3,5,30,16247.68,296950.28
3,5,45,16981.24,296950.28
3,6,0,17916.34,296950.28
3,6,15,20649.18,296950.28
3,6,30,23602.03,296950.28
3,6,45,26375.41,296950.28
3,7,0,29411.9,296950.28
3,7,15,32683.44,296950.28
3,7,30,35725.39,296950.28
3,7,45,38951.09,296950.28
3,8,0,42205.59,296950.28
3,8,15,49610.41,296950.28
3,8,30,56367.91,296950.28
3,8,45,63637.55,296950.28
3,9,0,70413.95,296950.28
3,9,15,77703.68,296950.28
3,9,30,85133.51,296950.28
3,9,45,92637.41,296950.28
3,10,0,100095.34,296950.28
3,10,15,103302.94,296950.28
3,10,30,106414.31,296950.28
3,10,45,109200.46,296950.28
3,11,0,111981.53,296950.28
3,11,15,115046.47,296950.28
3,11,30,118137.3,296950.28
3,11,45,120917.18,296950.28
3,12,0,123860.82,296950.28
3,12,15,127006.95,296950.28
3,12,30,129920.63,296950.28
3,12,45,132997.98,296950.28
3,13,0,135813.4,296950.28
3,13,15,138738.32,296950.28
3,13,30,141940.45,296950.28
3,13,45,144841.86,296950.28
3,14,0,147692.35,296950.28
3,14,15,150597.02,296950.28
3,14,30,153621.97,296950.28
3,14,45,156644.7,296950.28
3,15,0,159731.62,296950.28
3,15,15,162774.23,296950.28
3,15,30,165822.24,296950.28
3,15,45,169060.95,296950.28
3,16,0,172044.89,296950.28
3,16,15,175093.89,296950.28
3,16,30,178120.21,296950.28
3,16,45,181346.98,296950.28
3,17,0,184740.87,296950.28
3,17,15,192714.56,296950.28
3,17,30,200953.7,296950.28
3,17,45,208046.66,296950.28
3,18,0,215177.82,296950.28
3,18,15,222910.45,296950.28
3,18,30,230473.3,296950.28
3,18,45,238162.9,296950.28
3,19,0,245369.73,296950.28
3,19,15,248449.75,296950.28
3,19,30,251381.95,296950.28
3,19,45,254681.01,296950.28
3,20,0,257826.16,296950.28
3,20,15,260955.69,296950.28
3,20,30,263956.95,296950.28
3,20,45,266945.09,296950.28
3,21,0,269919.5,296950.28
3,21,15,273094.65,296950.28
3,21,30,276057.09,296950.28
3,21,45,279100.58,296950.28
3,22,0,282053.93,296950.28
3,22,15,284792.64,296950.28
3,22,30,287689.69,296950.28
3,22,45,290838.32,296950.28
3,23,0,293679.91,296950.28
3,23,15,294472.73,296950.28
3,23,30,295288.6,296950.28
3,23,45,296124.2,296950.28
4,0,0,49.82,293072.17
4,0,15,766.38,293072.17
4,0,30,1479.74,293072.17
4,0,45,2335.32,293072.17
4,1,0,3072.28,293072.17
4,1,15,3899.02,293072.17
4,1,30,4714.7,293072.17
4,1,45,5588.41,293072.17
4,2,0,6285.3,293072.17
4,2,15,7214.89,293072.17
4,2,30,7888.15,293072.17
4,2,45,8598.36,293072.17
4,3,0,9450.06,293072.17
4,3,15,10125.48,293072.17
4,3,30,10865.1,293072.17
4,3,45,11683.05,293072.17
4,4,0,12297.7,293072.17
4,4,15,13026.13,293072.17
4,4,30,13858.57,293072.17
4,4,45,14663.36,293072.17
4,5,0,15397.11,293072.17
4,5,15,16106.3,293072.17
4,5,30,16758.2,293072.17
4,5,45,17410.61,293072.17
4,6,0,18251.35,293072.17
4,6,15,20653.15,293072.17
4,6,30,23846.71,293072.17
4,6,45,26785.59,293072.17
4,7,0,29907.06,293072.17
4,7,15,32798.26,293072.17
4,7,30,35693.93,293072.17
4,7,45,38570.82,293072.17
4,8,0,41697.82,293072.17
4,8,15,48495.37,293072.17
4,8,30,55784.73,293072.17
4,8,45,63517.43,293072.17
4,9,0,71031.87,293072.17
4,9,15,78070.32,293072.17
4,9,30,85477.3,293072.17
4,9,45,93207.78,293072.17
4,10,0,100401.04,293072.17
4,10,15,103362.58,293072.17
4,10,30,106350.75,293072.17
4,10,45,109306.32,293072.17
4,11,0,112545.31,293072.17
4,11,15,115634.18,293072.17
4,11,30,118480.19,293072.17
4,11,45,121444.26,293072.17
4,12,0,124563.73,293072.17
4,12,15,127432.44,293072.17
4,12,30,130192.47,293072.17
4,12,45,133214.47,293072.17
4,13,0,136111.24,293072.17
4,13,15,139263.17,293072.17
4,13,30,142162.22,293072.17
